text,Title,Chapters
"This is not to say that trail mechanisms are useless in computational systems – they provide an interesting and sometimes important additional layer of protection against circular inference pathologies. But in an inference system that is integrated with an appropriate control mechanism they are not necessarily required. The errors induced by circular inference, in practice, may be smaller than many other errors involved in realistic inference.", Probabilistic Logic Networks,chapter 9
"  Chapter 10: Higher-Order Extensional Inference Abstract In this chapter we significantly extend the scope of PLN by explaining how it applies to what we call “higher-order inference” (HOI) – by which we mean, essentially, inference using variables and/or using relationships among relationships. One aspect of HOI is inference using quantifiers, which is deferred to the following chapter because in the PLN approach it involves its own distinct set of ideas. 10.1 Introduction The term “higher-order” is somewhat overloaded in mathematics and computer science; the sense in which we use it here is similar to how the term is used in NARS and in functional programming, but different from how it is traditionally used in predicate logic. In the theory of functional programming, a “higher order function” refers to a mathematical function whose arguments are themselves functions. Our use of the term here is in this spirit.", Probabilistic Logic Networks,chapter 10
"PLN-HOI involves a diverse assemblage of phenomena, but the essential thing that distinguishes HOI from FOI is a focus on relationships between relationships rather than relationships between simple terms. As an example of relationships between relationships, much of PLN-HOI deals with relationships between logical predicates, where the latter may be most simply understood as functions that take variables as arguments (though there is also an alternative interpretation of predicates using combinatory logic, in which predicates are higher-order functions and there are no variables. Here we will generally adopt the variable-based approach, though the concepts presented also apply in the combinatory-based approach). Logical relationships between predicates (variable-bearing or no) are then an example of relationships among relationships. In the context of PLN-HOI, the boundary between term logic and predicate logic becomes somewhat blurry and the approach taken is best described as an amalgam. Logical predicates are used centrally and extensively, which is obviously reminiscent of predicate logic.", Probabilistic Logic Networks,chapter 10
"On the other hand, the basic term logic inference rules (such as Aristotelian deduction) also play a central role and are extended to handle Implication relationships between predicates rather than Inheritance relationships between simple terms. This synthetic approach has been arrived at primarily for practical reasons; sticking with pure predicate or term logic (or pure combinatory logic, or any other available “pure” approach) appeared to introduce unnatural complexity into some intuitively simple inferences.     202 Probabilistic Logic Networks present approach, inferences that appear intuitively simple tend to come out formally simple (which is one of the qualitative design guidelines underlying PLN as a whole). PLN-HOI, like PLN-FOI but more so, is a set of special cases. There are many HOI inference rules. However, there are not as many new truth-value formulas as in FOI, though there are some.", Probabilistic Logic Networks,chapter 10
"The PLN approach is to reduce higher-order inferences to first-order inferences wherever possible, via mapping predicates into their SatisfyingSets. This allows the theory of probabilistic first-order inference to naturally play the role of a theory of probabilistic higher-order inference as well. We will begin here by giving some basic PLN rules for dealing with relationships between predicates and between first-order relationships. Then as the chapter develops we will broach more advanced topics, such as Boolean operators, variable instantiation, and combinatory logic based higher-order functions. The following chapter continues the story by extending HOI to handle universal, existential, and fuzzy quantifiers. 10.2 PLN-HOI Objects Before getting started with higher-order inference proper, we briefly review some of the knowledge representation that will be used in the HOI rules. Most of this material was presented earlier in the chapter on knowledge representation and is briefly repeated here with a slightly different slant.", Probabilistic Logic Networks,chapter 10
"A Predicate, in PLN, is a special kind of term that embodies a function mapping Atoms into truth-values. The truth-value of a predicate is similar to the term probability of an ordinary “elementary” term. It can be estimated using term probability inference, or evaluated directly. When evaluated directly it is calculated by averaging the truth-value of the predicate over all arguments. In practice, this average may be estimated by using all known Evaluation relationships in the reasoning system’s memory regarding this predicate. In cases where lots of effort is available and there aren’t enough Evaluation relationships, then a random sampling of possible inputs can be done. All the inference rules for predicates work the same way for multi-argument predicates as for single-argument predicates. This is because a multi-argument predicate may be treated as a single-argument predicate whose argument is a list (multi-argument predicates may also be handled via currying, but discussion of this will be deferred till a later subsection).", Probabilistic Logic Networks,chapter 10
"Let, for instance, (Ben, Ken) denote the list alternatively denoted List Ben Ken Then (using the inference rule for combining Evaluation and Implication relationships, to be given below) we may say things like     Chapter 10: Higher-Order Extensional Inference 203 Evaluation kiss (Ben, Ken) Implication kiss marry |Evaluation marry (Ben, Ken) an inference that goes just the same as if the argument of kiss were an elementary term rather than a list. We will also make use of relationships involving variables along with, or instead of, constant terms, for instance Evaluation do (Ben, $X) Such relationships may be implicitly considered as predicates, and are treated symmetrically with other predicates in all PLN rules. The above example may be treated as a predicate with a single variable, represented by the notation $X. This is a predicate that evaluates, for each argument $X, the degree to which it’s true that Ben does X.", Probabilistic Logic Networks,chapter 10
"Next, as well as predicates we will also make some use of objects called Schemata, which are terms that embody functions mapping Atoms into things other than TruthValue objects. Schemata come along with their own relationship types, Execution and ExecutionOutput (ExOut for short), which have the semantics that if a Schema F embodies a function f so that f(x)= y then ! ExOut f x = y Execution f x y In short, ExOut denotes function application, whereas Execution records the output of a function application. We have introduced a few additional relationship types to make HOI simpler – some of these mentioned above. There is SatisfyingSet which relates a predicate to the set of elements that satisfy it; e.g., SatisfyingSet isAnUglyPerson UglyPeople Then there’s Quantifier     204 Probabilistic Logic Networks with subclasses ForAll ThereExists e.g.", Probabilistic Logic Networks,chapter 10
"to express “There is some woman whom every man loves” one can write ThereExists $X: AND Inheritance $X woman ForAll $Y: Implication Inheritance $Y man Evaluation loves ($Y,$X) Finally, there’s BooleanRelationship with subclasses AND, OR and NOT which also has some other more specialized subclasses to be introduced later. We have just used AND, for instance, in the above example. The most straightforward use of the Boolean relationships is to join relationships or predicates, but there are also special variants of the Boolean relationships that exist specifically to join terms. 10.2.1 An NL-like Notation for PLN Relationships To make the text output of our current PLN implementation easier to understand, we have created a simple pseudo-NL syntax for describing PLN relationships. While not syntactically correct English in most cases, we have found this syntax generally much easier to read than formal notation. This notation will be used in some of the following examples.", Probabilistic Logic Networks,chapter 10
"The following table illustrates the NLlike syntax (which we will use in examples for the remainder of this section):     Chapter 10: Higher-Order Extensional Inference 205 NL-like Formal representation representation Inheritance Mushroom is fungus Concept mushroom Concept fungus Implication If isMushroom then isFungus Predicate isMushroom Predicate isFungus ListRelationship (yeast, mushroom, mold) Concept yeast Concept mushroom Concept mold Evaluation FriendOf(kenji,lu cio) Predicate friendOf List Concept kenji Concept lucio And And(yeast, mushroom, mold) Concept yeast Concept mushroom Concept mold Not Not yeast Concept yeast ExOut The result of applying friendOf Schema friendOf to lucio Concept lucio     206 Probabilistic Logic Networks 10.", Probabilistic Logic Networks,chapter 10
"3 Where HOI parallels FOI The simplest kind of HOI is the kind that exactly mirrors FOI, the only difference being a substitution of predicates for simple terms and a substitution of higher-order relationship types for their corresponding first-order relationship types. An example of this kind of inference is the following deduction involving the predicates is_Brazilian and eats_rump_roast: Implication is_Brazilian is_ugly Implication is_ugly eats_rump_roast |Implication is_Brazilan eats_rump_roast Similar things may be done with Equivalence relationships. This kind of HOI follows the FOI rules, where Implication behaves like Inheritance, Equivalence behaves like Similarity, and so forth. Further examples will be omitted here due to their obviousness, but many examples of such inference will occur in the sample inference trajectories given in Chapter 14 when we discuss application of the current PLN implementation to making a virtual agent learn to play fetch,. 10.", Probabilistic Logic Networks,chapter 10
"4 Statements as Arguments Next we discuss a case that lies at the border between first-order and higherorder inference. Some commonsense relationships, such as “know” and “say,” take statements as arguments. Some commonsense concepts, such as “fact” and “sentence,” take statements as instances. Because the embedded statements in these examples are treated just like ordinary terms, the PLN FOI rules treat them as other terms, though from a semantic point of view the inference is higher-order.", Probabilistic Logic Networks,chapter 10
"For example, “Ben believes that the Earth is flat” can be represented as Evaluation believe ( Ben , (Inheritance Earth flat_thing)) “The Earth is flat is a ridiculous idea” then becomes Inheritance <tv1> Inheritance Earth flat_thing ridiculous_idea By induction, from this statement and Ben’s belief in the flatness of the Earth,     Chapter 10: Higher-Order Extensional Inference 207 one may conclude Inheritance <tv2> SatisfyingSet (believe_curry Ben) ridiculous_idea and thus Evaluation <tv3> believe_curry Ben ridiculous_idea which becomes believe Ben ridiculous_idea <tv3> i.e., “Ben believes in ridiculous ideas.” 10.", Probabilistic Logic Networks,chapter 10
"5 Combining Evaluations and Implications Combining an Evaluation and an Implication yields an Evaluation, as in the example Evaluation is_American Ben <tv1> Implication is_American is_idiot <tv2> |Evaluation is_idiot Ben <tv3> The truth-value strength here is obtained via deduction, for reasons to be elucidated below. For simple truth values, the weight of evidence is a discounted version of the value obtained via deduction, where the discount (which we’ll call a “multiplier”) is the product of the M2ICountMultiplier and the I2MCountMultiplier. In the case of indefinite truth values, we replace the count multiplier with I2MIntervalWidthMultiplier and M2IIntervalWidthMultiplier. These width multipliers keep the means of the truth values constant while simply increasing the interval widths to account for losses in confidence.", Probabilistic Logic Networks,chapter 10
"This is a “heuristic” form of inference whose correctness is not guaranteed by probability theory, due to the use of the I2M and M2I heuristic inference rules. These rules are approximatively valid for “cohesive concepts” whose members share a lot of properties; they’re badly invalid for random concepts. We now run through the detailed logic of this inference rule, using the above illustrative example. First, by the definition of SatisfyingSet, we have:     208 Probabilistic Logic Networks Execution SatisfyingSet is_American Americans <1> |Member Ben Americans <tv1> (where “Americans” is the set of all Americans).", Probabilistic Logic Networks,chapter 10
"We may also define the SatisfyingSet of is_idiot: Execution SatisfyingSet is_idiot idiots <1> By the M2I (MemberToInheritance) heuristic we have Member Ben Americans <tv1> |Inheritance {Ben} Americans <tv2> where tv2 has the same strength as tv1 but, depending on truth-value type, a discounted count or wider interval. By deduction we then have Inheritance {Ben} Americans <tv2> Inheritance Americans idiots <tv3> |Inheritance {Ben} idiots <tv4> The I2M heuristic then yields Inheritance {Ben} idiots <tv4> |Member Ben idiots <tv5> where tv5 has the same strength as tv4 but a discounted count (i.e. a wider interval). From the definition of SatisfyingSet we then have Evaluation is_idiot Ben <tv5> 10.", Probabilistic Logic Networks,chapter 10
"6 Inference on Boolean Combinations Extensional Boolean operators may be defined on predicates in a straightforward way. For instance, if P and Q are Boolean predicates, then the degree to which (P AND Q) is true of a set S may be defined as the percentage of members x of S for which both P(x) and Q(x) are true. If P and Q are non-crisp predicates, then the degree to which (P AND Q)(x) is true may be defined in terms of fuzzy     Chapter 10: Higher-Order Extensional Inference 209 intersection, and the degree to which (P AND Q)(S) is true may be defined truth-value of the fuzzy intersection (P AND Q) evaluated over the set S. Extending these notions to terms is also straightforward, because a Concept term A may be considered in terms of a predicate whose SatisfyingSet is A.", Probabilistic Logic Networks,chapter 10
"In this way, Boolean operators on terms may be defined by means of Boolean operators on predicates. This is equivalent to the more direct approach of defining Boolean operation on Concept terms as set operations – according to which, e.g., the intersection of two Concept terms A and B is the Concept whose member-set is the intersection of the member-sets of A and B. 10.6.1 Inference on Boolean Compounds of Predicates First we give some heuristic rules for dealing with Boolean operators. These rules are generally bad approximations, so they are to be applied only when time is short or when there is no data to do direct evaluation. We illustrate them with simple examples: Inference Rule Truth-value Strength Formula is_Ugly isMale.tv.s = AND is_Male is_Ugly (isMale & isUgly).tv.s |- / isUgly.tv.s isMale is_Ugly isMale.tv.", Probabilistic Logic Networks,chapter 10
= (MUOR is_Male is_Ugly U)/(1-U) |- MU = (isMale OR is_Male isUgly).tv.s U = isUgly.tv.s isMale (isMale & isUgly).tv.s isUgly = isMale.tv.s * |- isUgly.tv.s isMale AND isUgly isMale (isMale & isUgly).tv.s is Ugly = isMale.tv.s + |- isUgly.tv.s - isisMale OR isUgly Male.tv.s * isUgly.tv.s isMale |- (NOT isMale).tv.s = 1NOT isMale isMale.tv.s     210 Probabilistic Logic Networks e subtle point about these rules is that a complex Boolean expression can be evaluated by applying these simple rules in many possible orders. Each order of evaluation allows the usage of different knowledge in memory., Probabilistic Logic Networks,chapter 10
"For instance, if we have is_Male AND is_Ugly AND is_Stupid and the memory contains information about is_Male AND is_Ugly and is_Ugly AND is_Stupid then the inference controller must choose whether to do the evaluation as (is_Male AND is_Ugly) AND is_Stupid or as is_Male AND (is_Ugly AND is_Stupid) Or, the system can do the evaluation both ways and then use revision to merge the results! Optimizing the evaluation order for large expressions is a hard problem. The approach taken in the current implementation is to use all evaluation orders for which the memory contains reasonably confident data, and then revise the results. 10.6.", Probabilistic Logic Networks,chapter 10
"2 Boolean Logic Transformations Next, there are logical transformation rules, which are given in ordinary Boolean logic notation as: (P""Q)#(¬P $Q) (P""Q)#¬(P $¬Q) (P ""Q)""((P #Q)$(Q# P)) ! ! and which may be executed in PLN without change of truth-value. ! For example, !     Chapter 10: Higher-Order Extensional Inference 211 isMale OR isUgly <s,w> may be transformed into Implication <s,w> ExOut NOT isMale isUgly or else Implication <s,w> P isUgly where P is the predicate whose internal function is “NOT isMale”; or else, with variables, Implication <s,w> Evaluation (ExOut NOT isMale) X Evaluation isUgly X 10.6.2.", Probabilistic Logic Networks,chapter 10
"1 Boolean Operators for Combining Terms As already noted, the simple Boolean operators discussed above, though presented in the context of combining predicates, may also be used to combine elementary terms, according to the strategy of considering a term as the SatisfyingSet of a predicate and then combining the terms via combining these predicates. Or, equivalently, one may introduce separate operators for acting on terms, defined, e.g., by extensional intersection: (A AND B) Ext Equivalence Member x (A AND B) Ext (Member x A) AND (Member x B) extensional difference: (A MINUS B) Ext Equivalence Member x (A MINUS B) Ext (Member x A) AND NOT (Member x B)     212 Probabilistic Logic Networks extensional union: (A OR B) Ext Equivalence Member x (A OR B) Ext (Member x A) OR (Member x B) A number of conclusions immediately follow from these definitions; e.", Probabilistic Logic Networks,chapter 10
"., Equivalence Subset x (A AND B) Ext (Subset x A) AND (Subset x B) Implication (Subset x A) OR (Subset x B) Subset (A AND B) x Ext To understand the importance of the latter implication, consider a simple example. Assume there is a term for “Bank” and a term for “American Company,” and we want to make a new term that includes the common instances of the two (so intuitively what we get is “American Bank”). Obviously, the extension of the new term should be built by the intersection of the extensions of “Bank” and “American Company” as arguments, because a term is an instance of “American Bank” if and only if it is a “Bank” and it is an “American Company.” This is what the extensional intersection does.", Probabilistic Logic Networks,chapter 10
"On the other hand, as the common subset of “Bank” and “American Company,” the supersets of “American Bank” include both the supersets of “Bank” and those of “American Company,” so the intension of the new term should be the union of the intensions of “Bank” and “American Company.” For example, “American Bank” is a kind of “Financial Institution” (because “Bank” is a kind of “Financial Institution”), though “American Company” is not a kind of “Financial Institution.” If we use the intersection (or union) operator for both the extension and intension we can still get a term, but it has no natural interpretation in terms of its components. Fortunately, elementary set theory behaves in the appropriate way and we have the implication given above, which says that the extensional intersection belongs to categories defined as the disjunction of the sets of categories to which its components belong.", Probabilistic Logic Networks,chapter 10
"Regarding extensional difference, note that Equivalence Subset x (A MINUS B) AsymExt (Subset x A) AND NOT (Subset x B) Equivalence Subset (A MINUS B) x AsymExt Subset A x     Chapter 10: Higher-Order Extensional Inference 213 The asymmetric extensional difference A MINUS B contains things that are in Ext the extension of A but not in the extension of B. Whether these things will belong to the same categories as B or not, we can’t say, which is why there is no Subset B x term in the second implication given above. Regarding union, we have: Equivalence Subset x (A OR B) AsymExt (Subset x A) OR (Subset x B) Equivalence (Subset A x) OR (Subset B x) Subset (A OR B) x AsymExt These term logical operators may be used inside an inference system in two different ways.", Probabilistic Logic Networks,chapter 10
"They may be used as operators inside larger implications, or they may be used as heuristics for “seeding” the creation of new concepts. For instance, given the existence of the concepts of American Company and Bank, implications of the form Implication American_Company AND Bank AsymMix Y may be learned. Or, a new concept C may be formed, initially defined as American_Company AND Bank AsymMix but given the possibility of “drifting” over time via forming new relationships, gaining new members, etc. Both strategies have their value. 10.7 Variable Instantiation As we’ve noted, variables are not necessary to PLN, in the sense that PLN-HOI also works with combinatory logic operators, which avoid the need for variables via use of higher-order functions. We will discuss this approach in Section 10.9 and elsewhere below.", Probabilistic Logic Networks,chapter 10
"However, in our practical implementation of PLN we have found variables quite useful, and so we have used them in several of the previous subsections of this chapter on HOI, and will continue to use them in later sections and chapters; and we will now describe some rules specifically oriented toward manipulating variables.     214 Probabilistic Logic Networks riable instantiation refers to the inference step wherein one takes a relationship involving variables and then inserts specific values for one of the variables. Of course, instantiating multiple variable values in a relationship can be handled by repeated single-variable instantiations. A useful truth-value function for variable instantiation can be derived as a consequence of several truth-value functions previously derived.", Probabilistic Logic Networks,chapter 10
"In general, suppose we have F($X) <tv> where $X is a variable, and we instantiate this to F(A) <tv > 1 The most direct way to do this is to observe that s = P( F($X) | $X = A) 1 The most accurate and conceptually coherent method for estimating this conditional probability is to include both direct and indirect evidence. We can accomplish this by interpreting s = P( F($X) | Similarity $X A) 1 so that we have Implication AND Evaluation F $X Similarity A $X Evaluation F A To turn this interpretation into a concrete formula, it suffices to break down the proposed inference step into a series of substeps that are equivalent to previously discussed inference rules.", Probabilistic Logic Networks,chapter 10
"What we need is to find a truth-value for the conclusion of the inference: Similarity A B Evaluation F B |Evaluation A B But this inference can be transformed, via two applications of the M2I inference rule, into     Chapter 10: Higher-Order Extensional Inference 215 Similarity A B Inheritance B (SatisfyingSet F) |Inheritance A (SatisfyingSet F) which can be transformed into the following via the sim2inh rule: Inheritance A B Inheritance B (SatisfyingSet F) |Inheritance A (SatisfyingSet F) And now we have arrived at an ordinary deductive inference. So according to this line of reasoning, the truth-value of the variableinstantiation inference conclusion should be: F(A).tv = I2M ( deduction( M2I(F.tv), sim2inh( (Similarity A $X).", Probabilistic Logic Networks,chapter 10
"tv) ) Note that in the above derivation, the assumption is made that the SatisfyingSet of F is a “cohesive” set; i.e., that the elements within it tend to be fairly similar to each other. Without this assumption this approach doesn’t work well, and there’s no way to say anything about F(A) with a reasonably high confidence. PLN automatically accounts for this lack of confidence via the count or interval width multipliers in the M2I/I2M rule, which depend on how cohesive the set involved is. More cohesive sets involve smaller multipliers. The right multiplier for each set may be computed empirically if elements of the set are known, or else it may be computed by inference via the assumption that similar sets will tend to have similar cohesions and therefore similar interval width multipliers.", Probabilistic Logic Networks,chapter 10
"As a particular example of the above inference rule, consider the following two inferences, expressed in pseudo-NL notation: 1) If isDead($X) then there exists $Y so that killed($Y,$X) <[0.1, 0.3], 0.9, 10> |If isDead(Osama) then there exists $Y so that killed($Y,Osama) tv 1 2) If isDead($X) & isTerrorist($X), then there exists $Y so that killed($Y,$X) <[0.5, 0.7] , 0.", Probabilistic Logic Networks,chapter 10
"9, 10>     216 Probabilistic Logic Networks If isDead(Osama) & isTerrorist(Osama), then there exists $Y so that killed($Y,Osama) tv 2 These inferences include quantifiers, which won’t be discussed until the following chapter, but that’s not the main point we need to consider here. Assuming [ Similarity $X Osama ].tv = <[0,15, 0.25], 0.95, 10> and assuming M2I/I2M interval width multipliers of 1.5 for both inferences, then we obtain tv = <[0.123024, 0.486104], 0.9, 10> 1 tv = <[0.235028, 0.570565], 0.", Probabilistic Logic Networks,chapter 10
"9, 10> 2 On the other hand, if we use the fact that the premise of the second inference involves a more cohesive set than the premise of the first inference, then that means that the second inference involves a lesser M2I/I2M interval width multiplier than the first one. In fact the set of $X who are dead terrorists is much smaller and much more cohesive than the set of $X who are dead entities. For dead terrorists (inference 2) we may plausibly assume an M2I/I2M interval width multiplier of 1.2. In this case we obtain the revised value tv = <[0.259443, 0.574509], 0.9, 10> 2 10.7.1 Implications Between Non-Variable-Bearing Relationships Now we present an interesting, somewhat conceptually subtle application of the variable-instantiation formula.", Probabilistic Logic Networks,chapter 10
"We show that it is possible to construct higherorder relationships such as implications that relate simple relationships without variables – and without any higher-order functions being involved. The semantics of these relationships, however, is subtle and involves “possible worlds.” The truth-values of these relationships can be derived via a combination of the possible-worlds interpretation with the variable-instantiation truth-value formula given above. For simplicity, we will discuss this formula in the context of simple truthvalues, but extrapolation to indefinite truth-values is not difficult. As an example, consider Implication Ben is ugly Ben eats beef How can we define the truth-value of this?     Chapter 10: Higher-Order Extensional Inference 217 First, we suggest, the most useful way to interpret the expression is: Implication In possible universe C, Ben is ugly In possible universe C, Ben eats beef Note that this reinterpretation has a variable – the possible universe C – and hence is interpretable as a standard Implication relationship.", Probabilistic Logic Networks,chapter 10
"But we may interpret, e.g., In possible universe C, Ben is ugly as meaning Inheritance (Ben AND “possible universe C ”) ugly In other words, one may view Ben as a multiple-universe-spanning entity, and look at the intersections of Ben with the possible universes in the multiverse. Suppose then that we know Implication Inheritance $X ugly Inheritance $X beef_eater Variable instantiation lets us derive from this Implication Inheritance (Ben AND “possible universe C ”) ugly Inheritance (Ben AND “possible universe C”) beef_eater which is equivalent by definition to Implication Inheritance Ben ugly Inheritance Ben beef_eater So, in short, we may quantify inheritance between non-variable-bearing relationships using the variable instantiation formula. 10.", Probabilistic Logic Networks,chapter 10
"8 Execution Output Relationships As noted above, if we have a function that outputs an Atom, then we use an ExecutionOutput (ExOut for short) relationship to refer to the Atom that’s output,     218 Probabilistic Logic Networks Execution relationship to denote the ternary relationship between schema, input, and output. Here we describe a few basic rules for manipulating ExOut and Execution relationships. First, note that we have the tautology Execution $S $X (ExOut $S $X) <1,1> For example, if we want to say “The agent of a killing situation is usually Armenian” then we may say Implication Inheritance $x killing Inheritance ExOut Agent $x Armenian which is equivalent to Implication Inheritance $x killing Implication Execution Agent $x $y Inheritance $y Armenian In this example, the ExOut relationship allows us to dispense with an additional relationship and an additional variable.", Probabilistic Logic Networks,chapter 10
"There is a general rule Equivalence <1,1> Evaluation F (ExOut A B) AND Execution A B $Y <1,1> Evaluation F $Y that may be used to convert expressions with ExOuts into expressions without them. Finally, an alternative way of saying ExOut Agent $X is to construct a predicate P whose internal predicate-function evaluates “Agent $X”. Then we have Implication Inheritance $X killing     Chapter 10: Higher-Order Extensional Inference 219 Inheritance Evaluation P $X Armenian 10.9 Reasoning on Higher-Order Functions PLN-HOI is capable of dealing with functions or relationships of arbitrarily high order, with relationships between relationships ... between relationships, or functions of functions ... of functions.", Probabilistic Logic Networks,chapter 10
"This property implies that a fully capable PLN can be created without any use of variables at all, due to the possibility of using combinatory logic to represent mathematical expressions that would normally be denoted using variables, in an entirely variable-free way. In practice, it seems that the use of variables is often worthwhile because it allows more compact representation of useful higher-order relationships than would be possible without them. However, there are also many cases where curried relationships of the style common in combinatory logic and combinatory logic based programming languages are useful within PLN, due to their own ability to represent certain types of relationship with particular compactness. As a simple example of a case where the curried representation is semantically natural, consider the schema “very” which maps a predicate P into the predicate “very P.” Then we might have Implication ExOut very $X $X from which we can draw the conclusion e.g.", Probabilistic Logic Networks,chapter 10
"Implication ExOut very isMale isMale Note that the original statement is equivalent to Implication ExOut (ExOut very $X) $Y ExOut $X $Y Alternately, we can do the same thing with combinators rather than variables. To make this work nicely we want to use the curried version of Implication, in which, e.g.,     220 Probabilistic Logic Networks (Evaluation (ExOut Implication_curried A) B).tv where the standard Implication relationship might also be called Implication_list, since it is in effect a predicate that takes a list argument. The above example becomes Evaluation ExOut Implication_curried ExOut very $X ExOut I $X using the I combinator.", Probabilistic Logic Networks,chapter 10
"To eliminate the variable we use the definitions S f g x = (fx) (gx), so B f g x = f(gx) which lets us reason as follows, using Imp as a shorthand for Implication_curried: (Imp (very x)) (I x) = ((B Imp very) x) (I x) = S (B imp very) I x In term and relationship notation, this final result would be written ExOut ExOut S A I A := ExOut ExOut B imp very Note the cost of removing the variables; we’ve introduced a few extra terms and relationships. Whether the variable-free or variable-bearing form is better depends on the kind of reasoning you’re doing. Removing variables allows one to use simpler inference control strategies, but generally increases the size of the structures being reasoned on. The variable-free, curried approach is useful only in cases where this size increase is not too severe.", Probabilistic Logic Networks,chapter 10
"  Chapter 10: Higher-Order Extensional Inference 221 10.10 Unification in PLN1 The concept of unification is an important part of theoretical computer science, and also plays a key role in AI; for example, via its central role in the Prolog language (Deransart et al 1996) and its role in computational linguistics (in unification grammars) (Roark and Sproat 2007.) This section explores the manifestation of unification in PLN, which is relatively simple but different from usual treatments of unification due to the lack of focus on variables and the central role played by uncertainty. To illustrate the nature of unification in PLN, let us introduce an example involving a Predicate P relating the expression values of two genes (XYZ and ABC) at different times: P($T) := Implication expression(XYZ,$T)>.5 AND expression(ABC,$T+1)<.", Probabilistic Logic Networks,chapter 10
"5 expression(XYZ,$T)<.2 and a related Predicate Q: Q := Implication expression(XYZ, $T)>.9 expression(XYZ, $T)<.4 Now, it is not hard to compute the truth-value of the relationship Implication P Q by referring to the actual underlying data points, assuming one has access to this data. But what if one wants to compute this truth-value without doing this, just by manipulating P and Q? To do this, one has to “unify” the two expressions. We may write the two expressions as Implication L R 1 1 Implication L R 2 2 It is possible to find L and R, with nontrivial truth-values, so that Implication L L <t > 1 1 Implication L L <t > 2 2 1 This section was coauthored with Guilherme Lamacie.", Probabilistic Logic Networks,chapter 10
"  222 Probabilistic Logic Networks <t > 1 3 Implication R R <t > 2 4 also with nontrivial truth-values. Specifically, L($T) := [ expression(XYZ, $T) > .9 ] R($T) := [ expression(XYZ, $T) < .2 ] will work. Induction then yields Implication L L <t > 1 2 5 Implication R R <t > 1 2 6 which then yields Implication <t > 7 Implication L R 1 1 Implication L R 2 2 by HOI rules. The “unification” step here is the determination of L and R; these terms “unify” the two original expressions. In this case, because of the specialized nature of the expressions, the unifying expressions are not hard to find. In general, finding unifying expressions is not so simple. 10.10.", Probabilistic Logic Networks,chapter 10
"1 PLN Unification versus Prolog Unification It may not be immediately clear how this process we’ve called “unification” relates to unification as conventionally done in mathematical logic, for instance in the Prolog programming language. A few brief comments in this regard may be valuable. We will use Prolog notation freely, and so this section may not be fully comprehensible to the reader who’s not familiar with Prolog; for necessary background the reader is referred to (Spivey 1996.", Probabilistic Logic Networks,chapter 10
"A typical Prolog unification might involve a query such as ? son(A, sam), sister(B, becky), grandpa (A, B) and a database consisting of father(ted, ben) father(victor, ted) father(sam, victor) male(X) ! father(X, Y)     Chapter 10: Higher-Order Extensional Inference 223 grandpa(X, Z) ! father(X, Y), father(Y, Z) sister(ben, becky) son(X, Y) ! father(Y, X), male(X) To process this, son(A, sam) is unified with son(X, Y), with the substitution $s1 = {A/X_1, Y/sam}, yielding a third expression son(X_1,sam). This expression is then replaced with father(sam, X_1), male(X_1).", Probabilistic Logic Networks,chapter 10
"The first Predicate father(sam, X_1) is unified with father(sam, victor), by substitution $s2 = {X_1/victor}. Given this substitution, the next step is to try to solve male(victor), which is done by unifying it with male(X), by $s3 = {X/victor} and then solving the tail Predicate father(victor, Y) (i.e., unifying it with father(victor, ted)). Now, the next Predicate in the query sister(B, becky) is unified with sister(ben, becky), by $s4 = {B/ben}. Note that substitutions $s1,$s2 and $s4 cause the last Predicate in the query to be grandpa(victor, ben).", Probabilistic Logic Networks,chapter 10
"This can be now solved by unification with grandpa(X, Z), by $s5 = {X/victor, Z/ben}, and the third expression produces grandpa(victor, ben), which leads to the tail Predicates father(victor, Y), father(Y, ben), which are further solved analogously, thus yielding a proof of grandpa(Victor,Ben). In this type of unification, one compares two expressions to each other and tries to find variable values that will work in both expressions. The trick is in the order of processing of expressions; for this, Prolog uses a simple depth-first search with backtracking. PLN unification is a bit different, because there are not necessarily any variables, and implication relations are probabilistic rather than crisp. However, the above example can easily be done in PLN in several ways. Here we will show how it can be done by reformulating each expression in a variable-free way.", Probabilistic Logic Networks,chapter 10
"For instance grandpa(X, Z) ! father(X, Y), father(Y, Z) becomes Implication (B father father) grandpa (since B father father x y = father (father x) y). We then have a “database” consisting of Evaluation (father Ted) Ben Evaluation (father Victor) Ted Evaluation (father Sam) Victor Implication (B father father) grandpa Evaluation (sister Ben) Becky Implication son (C father) What is the “query”? Well, seeing that     224 Probabilistic Logic Networks son(a, Sam) =(son a) Sam = C I Sam (son a) = B (C I Sam) son a sister(b, Becky) = B (C I Becky) sister b the query is then just a search for terms a, b so that a ! SatisfyingSet (B (C I Sam) son ) b ! SatisfyingSet (B (C I Becky) sister) b ! S", Probabilistic Logic Networks,chapter 10
"atisfyingSet ( grandpa a) To put this more elegantly, we can introduce an argument list (a,b) and then define listify grandpa (a, b) = grandpa a b We are then looking for an element of SatisfyingSet( listify grandpa ) "" SatisfyingSet( (B (C I Sam) son, B (C I Becky) sister) ) i.e., for an element that makes the Predicate AND listify grandpa ( (B (C I Sam) son, B (C I Becky) sister) output the value True.", Probabilistic Logic Networks,chapter 10
